employee_tag,transaction_type,amount,time,device_id
T-7924,,3102.69,2025-11-06 14:40:00,D-457
T-6478,Purchase,627.51,2025-11-14 22:50:00,D-189
T-5323,Purchase,2531.72,2025-11-13 13:54:00,D-242
T-6405,Purchase,2229.47,2025-11-04 06:35:00,D-231
T-5187,Purchase,1527.72,2025-11-08 05:43:00,D-311
T-9061,,201.42,2025-11-02 08:46:00,
T-8831,Purchase,,2025-11-14 21:25:00,D-393
T-7924,Withdrawal,942.68,2025-11-03 02:15:00,D-226
T-7681,Purchase,718.37,2025-11-04 22:37:00,D-122
T-9157,Purchase,2807.07,2025-11-05 01:42:00,D-271
T-9651,Withdrawal,,2025-11-04 17:59:00,D-382
T-8522,Transfer,2420.49,2025-11-05 03:23:00,D-289
T-5941,Withdrawal,4432.23,2025-11-03 16:15:00,
T-8318,Purchase,2755.68,2025-11-03 04:31:00,D-392
T-5688,Withdrawal,1218.37,2025-11-12 16:31:00,D-400
T-5391,Purchase,539.82,2025-11-10 18:06:00,D-475
T-5126,Withdrawal,,2025-11-01 10:08:00,D-438
T-9283,Purchase,4144.15,2025-11-03 03:07:00,D-493
T-5688,Transfer,,2025-11-05 02:33:00,D-257
T-9157,Purchase,3504.95,2025-11-09 08:31:00,D-121
T-6395,Purchase,733.04,2025-11-15 10:40:00,D-162
T-9416,Purchase,890.9,2025-11-13 04:53:00,D-332
T-5974,Withdrawal,8205.75,2025-11-14 23:00:00,D-389
T-7515,Deposit,1796.02,2025-11-13 20:29:00,D-356
T-5132,Deposit,2421.82,2025-11-05 05:39:00,D-348
T-8489,Purchase,301.02,2025-11-03 10:00:00,D-234
T-9024,Transfer,10190.86,2025-11-12 03:00:00,D-441
T-8700,Purchase,1403.06,2025-11-05 05:19:00,D-155
T-6678,,1358.41,2025-11-08 19:53:00,D-336
T-5500,Purchase,316.66,2025-11-01 00:10:00,D-360
T-5201,Withdrawal,10150.65,2025-11-01 07:49:00,D-476
T-9567,Purchase,1503.24,2025-11-11 21:10:00,D-424
T-9461,,9558.47,2025-11-02 23:15:00,D-307
T-5974,Purchase,2597.67,2025-11-07 04:00:00,D-177
T-9054,Purchase,1171.27,2025-11-15 06:04:00,D-142
T-6882,Purchase,1579.47,2025-11-06 20:51:00,D-381
T-5402,Purchase,6177.73,2025-11-12 04:35:00,D-272
T-9359,Transfer,1140.13,2025-11-04 05:21:00,
T-8263,Withdrawal,,2025-11-04 08:31:00,D-283
T-6136,Purchase,3429.0,2025-11-11 07:41:00,D-417
T-6231,Purchase,2878.13,2025-11-03 21:57:00,D-329
T-8318,Withdrawal,3036.91,2025-11-13 03:19:00,D-376
T-9438,,1376.88,2025-11-07 20:00:00,D-277
T-5323,Purchase,3504.42,2025-11-14 05:19:00,D-108
T-9988,Purchase,692.55,2025-11-11 03:00:00,D-118
T-6494,Withdrawal,,2025-11-08 12:11:00,D-113
T-9439,Purchase,470.31,2025-11-03 16:09:00,D-463
T-7430,Purchase,1046.01,2025-11-04 14:38:00,
T-7686,Purchase,1183.38,2025-11-07 08:05:00,D-360
T-7332,Purchase,3590.81,2025-11-06 19:09:00,D-286
T-9821,Transfer,8066.85,2025-11-04 17:15:00,D-389
T-8081,Withdrawal,,2025-11-04 05:58:00,D-325
T-5126,Withdrawal,9688.81,2025-11-12 04:26:00,D-361
T-9697,Transfer,,2025-11-09 13:50:00,D-455
T-8853,Withdrawal,1795.92,2025-11-04 10:39:00,D-262
T-9221,Withdrawal,307.37,2025-11-15 19:55:00,
T-6161,Purchase,1439.79,2025-11-08 01:00:00,D-263
T-9867,Purchase,2715.72,2025-11-08 13:21:00,D-439
T-9689,Withdrawal,623.23,2025-11-04 13:50:00,D-444
T-8198,Withdrawal,1173.63,2025-11-10 21:19:00,D-388
T-7515,Purchase,,2025-11-01 20:01:00,D-288
T-7998,,2974.73,2025-11-08 04:25:00,D-282
T-5832,Purchase,888.63,2025-11-02 03:19:00,D-463
T-6304,Purchase,1351.72,2025-11-04 00:33:00,D-304
T-7408,,512.57,2025-11-10 17:58:00,D-176
T-5755,Purchase,1337.45,2025-11-04 04:20:00,D-219
T-7170,Transfer,1907.01,2025-11-11 01:39:00,
T-5688,,2658.72,2025-11-14 06:00:00,
T-5750,Purchase,,2025-11-01 19:09:00,D-431
T-7332,Purchase,2534.84,2025-11-04 00:53:00,D-388
T-6297,Transfer,7939.97,2025-11-10 08:02:00,D-250
T-8853,Transfer,,2025-11-13 13:00:00,D-313
T-9061,Withdrawal,2655.23,2025-11-07 03:04:00,D-329
T-6990,Transfer,933.64,2025-11-10 18:21:00,D-456
T-5540,Purchase,1248.42,2025-11-02 10:54:00,D-402
T-8741,Withdrawal,1726.74,2025-11-04 23:28:00,D-427
T-6787,Purchase,7322.61,2025-11-08 05:51:00,D-209
T-5126,Purchase,3684.64,2025-11-10 13:15:00,D-205
T-6926,Withdrawal,977.15,2025-11-07 01:20:00,D-105
T-5859,Transfer,16648.18,2025-11-06 13:28:00,D-400
T-7766,Transfer,3903.09,2025-11-03 19:45:00,D-217
T-6381,Withdrawal,3945.25,2025-11-07 17:39:00,D-360
T-7772,Purchase,2713.82,2025-11-07 05:52:00,
T-6153,Transfer,3330.01,2025-11-03 16:22:00,D-478
T-7515,Withdrawal,1819.27,2025-11-11 01:49:00,D-324
T-8715,Purchase,3032.78,2025-11-10 19:21:00,D-426
T-6451,Transfer,2889.33,2025-11-14 11:04:00,D-420
T-6064,Purchase,1110.63,2025-11-14 20:25:00,D-159
T-6926,,,2025-11-15 01:03:00,D-173
T-7167,Withdrawal,1949.34,2025-11-05 16:39:00,D-458
T-8489,Purchase,5914.55,2025-11-05 22:23:00,D-130
T-8587,Withdrawal,1264.29,2025-11-15 07:01:00,D-106
T-5402,Purchase,1787.92,2025-11-15 00:55:00,D-245
T-9054,Purchase,,2025-11-15 09:42:00,D-320
T-5391,Purchase,378.99,2025-11-13 07:03:00,D-285
T-9438,Transfer,5462.81,2025-11-06 14:06:00,D-324
T-8831,Purchase,512.78,2025-11-08 09:47:00,
T-8522,Transfer,2615.69,2025-11-14 03:52:00,D-390
T-8080,,,2025-11-01 09:20:00,D-102
T-7744,Withdrawal,,2025-11-08 20:12:00,D-417
T-6605,Withdrawal,2266.96,2025-11-09 10:28:00,D-179
T-9461,,4597.06,2025-11-11 04:47:00,D-379
T-9245,Purchase,,2025-11-07 16:47:00,D-177
T-5638,Withdrawal,3732.19,2025-11-14 01:24:00,D-250
T-9392,Withdrawal,12074.44,2025-11-07 19:45:00,D-222
T-7608,Transfer,13083.37,2025-11-12 10:30:00,D-125
T-9283,Deposit,8267.39,2025-11-07 09:25:00,D-381
T-6200,Transfer,6898.75,2025-11-15 04:03:00,D-192
T-8615,Transfer,1243.7,2025-11-09 15:21:00,D-264
T-6228,Transfer,13035.66,2025-11-11 20:17:00,D-410
T-9245,Purchase,,2025-11-15 17:08:00,D-362
T-5293,Purchase,1029.49,2025-11-08 20:55:00,D-334
T-8259,Transfer,570.87,2025-11-04 08:07:00,D-490
T-7646,Withdrawal,606.39,2025-11-05 22:47:00,D-462
T-6937,Purchase,5028.35,2025-11-13 14:24:00,
T-5638,Withdrawal,2948.14,2025-11-10 08:36:00,D-403
T-9452,Transfer,,2025-11-01 19:56:00,D-262
T-9392,Purchase,2669.36,2025-11-05 14:51:00,D-315
T-5293,Purchase,1068.39,2025-11-07 22:54:00,D-178
T-5132,Withdrawal,,2025-11-07 18:46:00,
T-9470,Withdrawal,424.96,2025-11-01 20:10:00,D-454
T-8666,Withdrawal,3577.63,2025-11-02 04:39:00,D-498
T-5114,Withdrawal,1130.29,2025-11-13 10:08:00,D-131
T-5540,Purchase,,2025-11-12 14:25:00,D-469
T-9417,Purchase,1387.46,2025-11-14 08:56:00,D-156
T-8080,Purchase,3159.08,2025-11-12 01:21:00,D-378
T-5500,Deposit,1147.61,2025-11-13 18:28:00,D-406
T-7251,Withdrawal,726.17,2025-11-02 16:21:00,D-230
T-7332,Purchase,7398.23,2025-11-12 23:34:00,D-271
T-7442,Withdrawal,661.03,2025-11-02 22:36:00,D-133
T-5018,Transfer,18597.45,2025-11-09 03:43:00,D-267
T-7138,Purchase,1815.32,2025-11-03 21:15:00,D-351
T-7608,Withdrawal,4396.5,2025-11-06 22:56:00,
T-8665,Purchase,1822.43,2025-11-01 04:49:00,
T-9994,Transfer,2924.16,2025-11-11 20:40:00,D-412
T-6932,,1522.26,2025-11-15 06:37:00,D-379
T-7170,Purchase,,2025-11-01 02:47:00,D-107
T-8587,Purchase,,2025-11-15 06:16:00,D-237
T-5615,Purchase,3026.56,2025-11-11 16:55:00,D-280
T-9689,Purchase,1069.18,2025-11-03 19:57:00,D-495
T-5974,Purchase,1745.03,2025-11-15 05:33:00,D-323
T-8532,Transfer,5103.2,2025-11-13 12:46:00,D-303
T-8587,Deposit,3849.81,2025-11-12 14:13:00,D-349
T-5750,Withdrawal,4294.41,2025-11-14 23:01:00,D-390
T-5391,Purchase,296.59,2025-11-03 08:36:00,D-306
T-8240,Deposit,1504.85,2025-11-08 22:21:00,D-428
T-7825,Purchase,1863.1,2025-11-03 00:20:00,D-375
T-8779,,1412.75,2025-11-14 23:45:00,D-497
T-5121,Deposit,10800.03,2025-11-07 17:12:00,D-197
T-5238,Purchase,,2025-11-02 03:06:00,D-399
T-6322,Purchase,1543.62,2025-11-09 16:42:00,D-332
T-9697,Purchase,1837.4,2025-11-10 03:42:00,D-327
T-7251,Purchase,1014.65,2025-11-04 02:03:00,D-164
T-9221,,4633.44,2025-11-04 13:53:00,D-450
T-7998,Purchase,3338.38,2025-11-01 10:25:00,D-451
T-5309,Purchase,423.84,2025-11-13 03:42:00,D-253
T-7054,Deposit,9972.24,2025-11-07 02:19:00,D-468
T-7772,Deposit,4782.12,2025-11-10 13:05:00,D-439
T-7840,Purchase,812.21,2025-11-02 02:19:00,D-416
T-5433,Transfer,5327.5,2025-11-10 10:03:00,D-492
T-6926,Purchase,372.11,2025-11-05 18:58:00,D-189
T-6231,Withdrawal,3392.07,2025-11-13 02:18:00,D-229
T-5018,Withdrawal,623.04,2025-11-01 08:30:00,D-247
T-8700,Purchase,846.08,2025-11-02 12:55:00,D-479
T-5323,Withdrawal,4128.65,2025-11-06 18:15:00,D-386
T-7199,,2679.7,2025-11-01 04:21:00,D-496
T-7681,Purchase,1420.36,2025-11-10 13:50:00,
T-5214,Withdrawal,872.64,2025-11-14 15:23:00,D-280
T-5691,Purchase,1260.85,2025-11-13 04:08:00,D-225
T-6451,,,2025-11-03 03:00:00,D-149
T-9651,Purchase,809.57,2025-11-13 11:48:00,D-289
T-7390,Transfer,4927.6,2025-11-05 17:10:00,D-337
T-5309,Purchase,,2025-11-06 22:21:00,D-196
T-6231,Transfer,2285.66,2025-11-08 05:01:00,D-451
T-7681,Purchase,452.31,2025-11-03 18:23:00,D-228
T-6937,Purchase,1342.04,2025-11-08 17:22:00,D-352
T-9664,Withdrawal,418.97,2025-11-05 22:00:00,D-412
T-6787,Deposit,1057.54,2025-11-09 22:46:00,D-111
T-7515,Purchase,2926.29,2025-11-07 01:20:00,D-101
T-5706,Transfer,1176.85,2025-11-08 05:06:00,D-196
T-5402,Transfer,1506.86,2025-11-11 04:55:00,D-277
T-8853,Withdrawal,2020.83,2025-11-12 19:26:00,D-383
T-5323,,5985.69,2025-11-09 03:31:00,D-239
T-9470,Withdrawal,21211.87,2025-11-05 03:01:00,D-293
T-5433,Purchase,873.46,2025-11-02 20:48:00,D-389
T-6584,Withdrawal,1442.13,2025-11-12 01:34:00,D-167
T-9961,Transfer,,2025-11-01 13:37:00,D-285
T-5126,Withdrawal,3072.45,2025-11-09 20:42:00,D-466
T-6427,Purchase,2926.32,2025-11-03 03:33:00,
T-7646,Withdrawal,,2025-11-03 00:55:00,D-170
T-9534,,3709.82,2025-11-02 11:52:00,D-429
T-9157,Purchase,1236.75,2025-11-02 23:36:00,D-448
T-5201,Transfer,,2025-11-14 22:13:00,D-343
T-9376,,1150.73,2025-11-04 00:46:00,D-112
T-7138,Purchase,266.24,2025-11-07 15:19:00,D-412
T-5706,Transfer,3460.05,2025-11-09 14:25:00,D-350
T-6605,,2938.18,2025-11-01 13:59:00,D-470
T-6153,Purchase,2939.7,2025-11-09 01:21:00,D-391
T-6427,Purchase,,2025-11-02 10:41:00,D-244
T-6084,Withdrawal,317.91,2025-11-09 02:38:00,
T-9439,Transfer,809.65,2025-11-01 08:09:00,D-115
T-6897,Withdrawal,910.5,2025-11-14 18:44:00,D-100
T-7686,Purchase,2481.7,2025-11-04 07:17:00,D-401
T-9961,Purchase,1040.58,2025-11-06 10:08:00,D-267
T-6161,,1726.91,2025-11-15 16:40:00,D-477
T-8664,,11399.35,2025-11-09 15:24:00,D-312
T-8701,Deposit,1631.6,2025-11-01 16:26:00,D-143
T-9478,Withdrawal,3376.76,2025-11-13 12:47:00,D-137
T-9697,Purchase,8578.09,2025-11-03 17:41:00,D-312
T-8511,Deposit,1045.32,2025-11-04 12:57:00,D-212
T-9567,Purchase,768.63,2025-11-01 09:41:00,D-492
T-8664,Withdrawal,5030.74,2025-11-05 23:55:00,D-115
T-7170,Withdrawal,3564.68,2025-11-02 00:50:00,D-390
T-5391,Transfer,2479.53,2025-11-01 04:17:00,D-370
T-7332,Purchase,4010.69,2025-11-10 00:13:00,D-255
T-7924,Deposit,16047.95,2025-11-08 10:33:00,D-408
T-6161,,4342.79,2025-11-01 04:46:00,D-311
T-7646,Deposit,5559.58,2025-11-10 09:56:00,
T-8741,Transfer,6120.25,2025-11-04 09:03:00,D-403
T-6297,Deposit,1531.5,2025-11-06 04:27:00,D-431
T-6228,Withdrawal,2751.57,2025-11-10 20:04:00,
T-8198,Withdrawal,2260.53,2025-11-14 16:53:00,D-344
T-5688,Purchase,,2025-11-07 01:34:00,D-174
T-6605,,3586.67,2025-11-09 07:56:00,D-140
T-9255,Deposit,979.06,2025-11-13 12:30:00,
T-8918,Purchase,646.8,2025-11-09 01:09:00,D-110
T-9255,Withdrawal,7934.65,2025-11-06 23:26:00,D-221
T-9867,Deposit,,2025-11-14 13:25:00,D-112
T-6400,Withdrawal,,2025-11-11 15:36:00,D-451
T-6084,Purchase,,2025-11-04 21:43:00,D-404
T-8794,Purchase,1486.01,2025-11-15 20:03:00,D-273
T-5608,Transfer,3043.75,2025-11-02 09:01:00,D-217
T-7766,Purchase,4474.95,2025-11-09 07:26:00,D-232
T-5540,Purchase,,2025-11-05 11:03:00,D-406
T-8149,Purchase,1924.05,2025-11-12 03:12:00,
T-8198,Purchase,1280.28,2025-11-15 02:50:00,D-300
T-5520,,1351.27,2025-11-09 00:39:00,D-177
T-5391,Purchase,2735.98,2025-11-13 08:43:00,
T-8741,Purchase,3793.85,2025-11-09 16:41:00,D-293
T-8116,Withdrawal,2110.07,2025-11-01 05:38:00,D-382
T-6605,Purchase,616.94,2025-11-12 07:53:00,D-369
T-5887,Transfer,2187.98,2025-11-02 12:01:00,D-242
T-8263,Withdrawal,1850.64,2025-11-07 10:43:00,D-350
T-8317,Purchase,9009.62,2025-11-11 10:28:00,D-272
T-9674,Purchase,,2025-11-06 19:43:00,D-232
T-7772,Purchase,448.33,2025-11-11 17:22:00,D-158
T-7167,Purchase,364.58,2025-11-03 00:16:00,D-272
T-7390,Deposit,188.79,2025-11-09 01:11:00,D-224
T-5706,,3395.81,2025-11-08 11:23:00,D-285
T-9674,Deposit,5329.07,2025-11-02 17:13:00,D-118
T-5201,Transfer,,2025-11-05 18:01:00,D-391
T-8222,Purchase,1222.31,2025-11-01 08:58:00,D-115
T-8489,Transfer,1133.6,2025-11-15 21:48:00,D-175
T-9205,Deposit,3656.77,2025-11-08 20:02:00,D-160
T-7170,Transfer,1442.53,2025-11-13 06:14:00,D-338
T-7322,Transfer,3619.08,2025-11-06 10:06:00,D-487
T-9697,Purchase,665.82,2025-11-15 03:03:00,D-497
T-9741,Purchase,705.77,2025-11-06 01:30:00,D-218
T-7430,Purchase,,2025-11-13 19:09:00,D-218
T-7430,Purchase,2272.05,2025-11-15 09:58:00,D-458
T-7861,Purchase,4689.9,2025-11-14 15:27:00,
T-6322,Withdrawal,,2025-11-05 03:57:00,D-165
T-6427,Purchase,580.54,2025-11-06 15:12:00,D-458
T-6451,Purchase,4822.36,2025-11-07 10:49:00,D-400
T-8700,Purchase,3154.85,2025-11-06 11:07:00,D-231
T-9195,Withdrawal,643.9,2025-11-06 04:34:00,D-154
T-9470,Transfer,1901.55,2025-11-12 11:15:00,D-200
T-5838,Purchase,2278.58,2025-11-13 11:02:00,D-362
T-6494,Purchase,1685.89,2025-11-02 10:41:00,D-414
T-7390,Purchase,949.67,2025-11-06 19:06:00,D-450
T-8259,Purchase,618.87,2025-11-06 19:39:00,D-272
T-5774,Purchase,1218.48,2025-11-05 00:12:00,D-477
T-5352,Withdrawal,2391.56,2025-11-01 14:37:00,
T-5121,Purchase,359.37,2025-11-08 23:05:00,D-101
T-8298,Purchase,309.45,2025-11-06 06:23:00,D-472
T-7322,Deposit,4193.23,2025-11-14 02:50:00,D-204
T-7646,Purchase,2463.33,2025-11-04 12:31:00,D-377
T-9392,Transfer,6960.16,2025-11-07 18:35:00,D-262
T-8666,Purchase,1117.43,2025-11-08 09:34:00,D-255
T-5121,Deposit,2491.5,2025-11-03 08:13:00,D-127
T-7924,Deposit,3301.08,2025-11-06 06:27:00,D-462
T-5520,Withdrawal,1339.36,2025-11-08 03:02:00,D-178
T-9957,Transfer,3026.05,2025-11-02 08:31:00,D-281
T-6064,Transfer,6522.56,2025-11-12 02:59:00,D-219
T-5974,Purchase,,2025-11-07 20:46:00,D-219
T-9567,Purchase,2739.82,2025-11-03 15:42:00,D-236
T-7138,,3060.14,2025-11-02 16:34:00,D-486
T-5238,Transfer,,2025-11-08 18:40:00,D-248
T-8298,Purchase,2121.21,2025-11-04 19:09:00,D-229
T-8615,Purchase,736.78,2025-11-14 05:38:00,D-399
T-9376,Deposit,1382.95,2025-11-05 18:03:00,D-298
T-8741,Purchase,850.72,2025-11-11 06:30:00,D-161
T-9024,Purchase,939.79,2025-11-02 00:10:00,D-362
T-7744,Transfer,14700.13,2025-11-07 23:49:00,D-267
T-6990,Purchase,1256.67,2025-11-01 10:40:00,
T-8290,Purchase,4876.1,2025-11-07 12:45:00,D-308
T-9180,,1284.96,2025-11-08 10:23:00,D-288
T-5277,Deposit,832.88,2025-11-07 17:39:00,D-215
T-6937,,2298.08,2025-11-03 01:45:00,D-345
T-5187,Purchase,4279.4,2025-11-11 16:51:00,D-198
T-6584,Purchase,314.99,2025-11-02 04:19:00,D-336
T-8345,Purchase,2460.62,2025-11-01 07:12:00,D-477
T-5596,Purchase,765.46,2025-11-14 02:48:00,D-367
T-9024,Purchase,1804.76,2025-11-13 15:04:00,D-378
T-6064,Purchase,2387.74,2025-11-06 03:50:00,D-105
T-8548,Withdrawal,2689.69,2025-11-11 12:33:00,D-272
T-6153,Purchase,1233.25,2025-11-07 20:29:00,D-141
T-8240,Transfer,10627.88,2025-11-06 16:11:00,D-362
T-9900,Deposit,14211.81,2025-11-14 06:29:00,D-482
T-9470,Purchase,1881.4,2025-11-06 04:01:00,D-148
T-8853,,1555.88,2025-11-10 11:01:00,D-377
T-5238,Withdrawal,2074.79,2025-11-04 17:53:00,D-330
T-6932,Transfer,642.14,2025-11-14 05:19:00,D-436
T-5126,Purchase,2670.69,2025-11-01 02:01:00,D-173
T-5706,Purchase,,2025-11-01 05:46:00,D-271
T-7390,Withdrawal,593.29,2025-11-11 10:10:00,D-128
T-6451,,10809.78,2025-11-12 00:15:00,D-287
T-8318,Withdrawal,,2025-11-03 04:09:00,D-236
T-9689,Withdrawal,403.84,2025-11-02 04:24:00,D-160
T-9418,Transfer,2288.24,2025-11-02 13:12:00,D-371
T-6304,Purchase,526.14,2025-11-02 07:36:00,D-450
T-6466,,2778.25,2025-11-10 17:43:00,D-316
T-9651,Transfer,2333.11,2025-11-02 09:42:00,D-333
T-6915,Purchase,2231.31,2025-11-04 01:31:00,D-381
T-5595,Purchase,423.81,2025-11-02 15:48:00,D-391
T-7167,Withdrawal,3662.82,2025-11-05 02:58:00,D-476
T-9255,,723.41,2025-11-02 19:11:00,
T-9245,Purchase,1481.93,2025-11-01 06:06:00,D-223
T-6400,Withdrawal,1172.28,2025-11-12 21:10:00,D-301
T-5993,Purchase,,2025-11-04 09:43:00,D-128
T-9418,Deposit,588.72,2025-11-02 18:15:00,D-262
T-9428,Withdrawal,1180.27,2025-11-03 14:47:00,D-138
T-6297,Purchase,1501.36,2025-11-01 13:50:00,D-207
T-5595,Transfer,13642.87,2025-11-01 18:46:00,
T-5126,Deposit,3767.72,2025-11-09 20:57:00,D-454
T-9359,Purchase,1439.52,2025-11-11 05:40:00,D-193
T-6084,Purchase,1329.84,2025-11-11 02:35:00,D-366
T-8345,Withdrawal,2759.37,2025-11-15 11:21:00,D-427
T-8116,Deposit,3720.59,2025-11-10 06:45:00,D-469
T-6064,Purchase,206.33,2025-11-08 12:12:00,
T-5608,Purchase,841.9,2025-11-03 04:24:00,D-398
T-9452,Transfer,2877.2,2025-11-01 09:55:00,D-335
T-8779,Purchase,1439.12,2025-11-12 09:10:00,D-356
T-5993,Transfer,2989.21,2025-11-11 06:15:00,D-491
T-7608,Purchase,3125.87,2025-11-12 06:24:00,D-151
T-5774,Transfer,3205.71,2025-11-03 17:54:00,D-366
T-6161,Withdrawal,2347.17,2025-11-09 10:06:00,D-122
T-6897,Deposit,10958.48,2025-11-04 21:58:00,D-285
T-8116,Deposit,8815.32,2025-11-15 20:15:00,D-478
T-8912,Transfer,3122.55,2025-11-09 15:36:00,D-176
T-5887,Transfer,10714.62,2025-11-04 17:12:00,D-431
T-9283,,,2025-11-08 14:19:00,D-189
T-5018,Purchase,4692.91,2025-11-07 20:34:00,D-137
T-7515,Transfer,3168.44,2025-11-14 02:47:00,D-127
T-8259,Purchase,5635.68,2025-11-10 13:12:00,D-364
T-6176,,326.42,2025-11-14 11:20:00,D-463
T-7138,Purchase,540.74,2025-11-07 11:53:00,D-452
T-7256,Purchase,2006.22,2025-11-09 10:39:00,D-371
T-5352,Purchase,1096.2,2025-11-10 20:55:00,D-275
T-6678,Purchase,866.96,2025-11-07 19:53:00,D-279
T-5238,Purchase,1483.95,2025-11-08 22:45:00,D-146
T-9968,Withdrawal,2197.69,2025-11-15 01:08:00,D-378
T-7408,Transfer,5910.86,2025-11-13 19:09:00,D-424
T-5596,Purchase,1254.12,2025-11-03 23:00:00,D-137
T-9697,,525.03,2025-11-13 08:51:00,D-194
T-9470,Transfer,860.85,2025-11-02 14:58:00,
T-8741,Purchase,2204.37,2025-11-14 12:24:00,D-205
T-7825,Purchase,1504.34,2025-11-02 03:11:00,D-173
T-5201,Withdrawal,1939.88,2025-11-05 01:06:00,D-252
T-9968,Purchase,1039.98,2025-11-01 10:51:00,D-291
T-6834,,,2025-11-07 12:39:00,D-412
T-8149,Transfer,3699.65,2025-11-02 11:09:00,D-233
T-7322,Purchase,4002.96,2025-11-09 15:16:00,D-242
T-9452,,702.08,2025-11-04 16:54:00,D-498
T-5187,Purchase,1143.71,2025-11-04 03:49:00,D-308
T-8794,Deposit,,2025-11-12 22:52:00,D-386
T-8263,Withdrawal,317.34,2025-11-08 16:16:00,D-319
T-6466,Transfer,1911.95,2025-11-15 20:47:00,
T-8666,Purchase,1557.07,2025-11-12 02:05:00,D-250
T-5114,Purchase,325.31,2025-11-10 22:03:00,D-195
T-7825,Withdrawal,,2025-11-06 06:00:00,D-228
T-6466,Purchase,873.57,2025-11-09 09:43:00,D-122
T-5750,Purchase,1189.35,2025-11-11 10:26:00,D-216
T-9359,Deposit,4301.1,2025-11-11 17:33:00,D-182
T-9061,Purchase,358.26,2025-11-07 14:01:00,D-213
T-9255,Transfer,10932.19,2025-11-09 18:17:00,D-241
T-5608,Transfer,4230.64,2025-11-13 06:44:00,D-203
T-8240,Purchase,1198.64,2025-11-10 19:45:00,D-421
T-7990,,5867.35,2025-11-15 17:41:00,
T-5838,Purchase,1876.92,2025-11-08 14:57:00,D-480
T-9416,Purchase,366.17,2025-11-14 12:15:00,
T-9689,Withdrawal,1416.82,2025-11-02 22:31:00,
T-5132,Purchase,1302.19,2025-11-06 00:54:00,D-492
T-5832,Purchase,424.74,2025-11-14 01:27:00,D-423
T-9664,Purchase,1368.93,2025-11-15 11:08:00,D-205
T-6875,Purchase,1527.35,2025-11-15 02:03:00,D-245
T-7710,Withdrawal,764.81,2025-11-08 14:43:00,D-427
T-8779,Purchase,,2025-11-02 12:16:00,D-491
T-9651,Withdrawal,6385.92,2025-11-04 10:44:00,D-192
T-6559,Purchase,1462.74,2025-11-10 16:39:00,D-373
T-6897,Purchase,4452.62,2025-11-11 10:32:00,D-116
T-6927,Transfer,11597.13,2025-11-13 07:01:00,D-397
T-7608,Transfer,8447.49,2025-11-11 14:51:00,D-481
T-5018,,1864.19,2025-11-13 23:40:00,D-348
T-9825,Purchase,2485.06,2025-11-10 07:27:00,D-297
T-6915,Purchase,246.37,2025-11-13 21:44:00,D-346
T-6927,Transfer,3842.2,2025-11-04 03:45:00,D-329
T-9651,Transfer,547.86,2025-11-14 09:02:00,D-280
T-6451,,1135.66,2025-11-01 11:53:00,D-433
T-9478,Purchase,416.01,2025-11-02 10:23:00,D-350
T-5615,Purchase,2405.06,2025-11-07 01:16:00,
T-5688,Purchase,,2025-11-05 07:41:00,D-132
T-6161,,1755.44,2025-11-15 08:32:00,D-453
T-6200,,205.08,2025-11-11 09:22:00,D-168
T-9461,Transfer,3638.63,2025-11-15 20:12:00,D-112
T-9438,Purchase,2518.25,2025-11-11 05:25:00,D-225
T-8149,,4313.67,2025-11-13 06:15:00,D-104
T-9054,Purchase,2053.75,2025-11-15 21:56:00,D-375
T-5608,Transfer,,2025-11-03 01:30:00,D-282
T-9961,,4156.94,2025-11-14 21:31:00,D-469
T-9438,Deposit,,2025-11-03 06:26:00,D-339
T-9470,Withdrawal,1047.72,2025-11-09 23:33:00,D-127
T-5974,Purchase,407.08,2025-11-06 00:19:00,D-193
T-8511,Withdrawal,3688.47,2025-11-05 21:21:00,D-437
T-8116,Purchase,1256.19,2025-11-12 04:00:00,
T-9466,Purchase,3043.18,2025-11-09 03:11:00,D-364
T-8222,Withdrawal,2276.02,2025-11-07 21:10:00,
T-8750,Withdrawal,6309.94,2025-11-12 13:14:00,
T-5323,,3658.96,2025-11-10 02:04:00,D-228
T-7924,Purchase,,2025-11-01 13:07:00,D-416
T-6231,Transfer,1034.8,2025-11-08 06:10:00,D-305
T-8715,Deposit,1331.24,2025-11-14 14:48:00,D-196
T-9988,Transfer,1784.33,2025-11-01 15:20:00,D-371
T-9180,Transfer,6163.1,2025-11-09 20:02:00,D-244
T-6932,Transfer,2951.93,2025-11-03 07:34:00,D-318
T-7710,Withdrawal,920.07,2025-11-04 20:53:00,D-100
T-9283,Purchase,572.25,2025-11-08 05:49:00,
T-9180,Purchase,638.12,2025-11-07 20:38:00,D-195
T-8779,Purchase,3017.59,2025-11-10 20:21:00,D-303
T-7786,,898.84,2025-11-06 23:04:00,D-135
T-5238,Purchase,5485.25,2025-11-05 20:55:00,D-478
T-9470,Transfer,10085.14,2025-11-05 10:15:00,D-469
T-5214,Deposit,,2025-11-13 02:39:00,D-247
T-9416,Transfer,3322.08,2025-11-13 14:18:00,D-152
T-6381,Purchase,4725.58,2025-11-14 01:50:00,D-172
T-9968,Purchase,1090.52,2025-11-11 12:37:00,D-329
T-9205,Transfer,5008.71,2025-11-06 17:46:00,D-256
T-8198,Deposit,4644.94,2025-11-14 22:38:00,D-132
T-6297,Purchase,222.36,2025-11-07 12:27:00,D-306
T-7256,Purchase,925.88,2025-11-09 09:20:00,D-288
